tsne 1,tsne 2,tsne 3,cluster,color,title
3.216339893617313,23.510947830489783,21.93008089946495,3,"rgb(131,240,41)",Rail transit travel time reliability and estimation of passenger route choice behavior
-1.9716646143672458,30.922267828781628,26.724933251559854,3,"rgb(131,240,41)","Calculation of benefits of advanced integrated rail service: Application of intelligent transportation systems to the developing city of Lima, Peru"
0.5728185463630027,27.3811376617736,25.136001720996536,3,"rgb(131,240,41)",REHABILITATION OF SUBURBAN RAIL STATIONS.
-2.1225017311663703,28.848064202944446,17.343470624501336,3,"rgb(131,240,41)",Adaptive fuzzy planning of optimal speed profiles for high-speed train operation on the basis of a Pareto set
-1.5435996178774432,27.910531515410728,18.350999352149085,3,"rgb(131,240,41)",Real-time energy-saving optimization for multiple trains based on multiagent cooperative control
-4.612436080130212,32.926668259553274,17.766151362105887,3,"rgb(131,240,41)",Railway human factors and operational issues: What can we learn from locomotive voice and video recorders?
3.068757137041753,26.444004696665782,23.8461277007923,3,"rgb(131,240,41)",Impact of platform edge doors on passengers' boarding and alighting time and platform behavior
-4.364540335415471,30.95208191182913,21.04944566785613,3,"rgb(131,240,41)",Technology transfer of tools for passenger rail environmental analysis
-3.194989260008541,34.26839086281519,13.218934086731124,3,"rgb(131,240,41)",Track support measurements for improved resiliency of railway infrastructure
-3.3273761510923823,33.51856622814669,16.01400135298978,3,"rgb(131,240,41)",Evaluating safety at railway level crossings with microsimulation modeling
3.381450150479681,23.435523599591424,21.97037873442494,3,"rgb(131,240,41)",Rail passengers' time use and utility assessment
-3.83164277644272,33.94512525518526,18.698872819361124,3,"rgb(131,240,41)",Field testing of intrusion detection technologies for high-speed rail crossings
2.490500860878072,21.423727207643644,21.35193518315177,3,"rgb(131,240,41)",Transportation policy at the ballot box
2.3884177431890845,33.147249192304,16.757252438998542,3,"rgb(131,240,41)",Photo enforcement at highway-rail grade crossings in the United States: July 2000-July 2001
-7.560511379871262,30.2233676789243,16.535288681684403,3,"rgb(131,240,41)",ASSESSMENT OF THE GEOGRAPHICAL ACCURACY OF THE CARLOAD WAYBILL SAMPLE FOR STATE RAIL PLANNING.
-0.02180891248664766,27.77700249001529,18.87002352068904,3,"rgb(131,240,41)",Impacts of moving-block signaling on technical efficiency: Application of propensity score matching on urban metro rail systems
0.0796311797256986,29.86937481900779,20.74895435518086,3,"rgb(131,240,41)",Survey of current high-speed rail planning efforts in the United States
1.8923800288315444,32.69634341617883,16.817213746297725,3,"rgb(131,240,41)",Effect of train arrival time on crash frequency at highway-railroad grade crossings
-2.0987682268849075,23.557307853148803,20.310055161527576,3,"rgb(131,240,41)",Induced Travel Demand Modeling for High-Speed Intercity Transportation
-3.648597274784191,31.456834987511755,22.45771561741965,3,"rgb(131,240,41)",Testing the “Freight Landscape” Concept for Paris
3.9626365559765886,24.954955996541894,20.938929195683887,3,"rgb(131,240,41)",Quantitative Analysis of the Derailment Characteristics of Loaded and Empty Unit Trains
-1.3567880530389351,25.82194120479623,24.06855972853084,3,"rgb(131,240,41)",Impacts of Urban Railway Investment on Regional Economies: Evidence from Tokyo using Spatial Difference-in-Differences Analysis
-3.1496804227014685,32.87690829416478,14.928781992824518,3,"rgb(131,240,41)",Bayesian Survival Approach to Analyzing the Risk of Recurrent Rail Defects
-2.4725017416386312,33.83155783121476,16.50037169915489,3,"rgb(131,240,41)",Train-Level and Car-Level Modeling of Hazardous Materials Release in Railroad Incidents
2.187724425667626,25.059877944542674,18.98442600771583,3,"rgb(131,240,41)",Characterizing Journey Time Performance on Urban Metro Systems under Varying Operating Conditions
2.308212394527919,24.36727390679697,22.609827297233657,3,"rgb(131,240,41)",Model of passenger flow assignmentfor Urban rail transit based on entryand exit time constraints
1.7593485490606464,23.760846315400947,22.623595704970583,3,"rgb(131,240,41)",Empirical Analysis of Traveling Backwards and Passenger Flows Reassignment on a Metro Network with Automatic Fare Collection (AFC) Data and Train Diagram
3.735572691119605,26.781692569541264,22.825366598718535,3,"rgb(131,240,41)",Modeling riders' behavioral responses to real-time information at light rail transit stations
-3.425671624455514,32.03599268728041,19.294999145626484,3,"rgb(131,240,41)",Development of railway regulatory scheme in central java region of Indonesia
-8.187303022508576,31.78392186436105,14.717194422488868,3,"rgb(131,240,41)",Worldwide Railway Skeleton Network: Extraction Methodology and Preliminary Analysis
-1.846593957092184,29.76301794737572,17.584505118085815,3,"rgb(131,240,41)",Slip and Slide Detection and Adaptive Information Sharing Algorithms for High-Speed Train Navigation Systems
1.144809279075453,25.1575451467118,17.633457736322782,3,"rgb(131,240,41)",A Bi-Objective Timetable Optimization Model for Urban Rail Transit Based on the Time-Dependent Passenger Volume
-1.893320103176162,27.66792395856577,18.976520546616534,3,"rgb(131,240,41)",Train Speed Trajectory Optimization with On-Board Energy Storage Device
-2.552309785858855,28.329458785580712,17.043380135174207,3,"rgb(131,240,41)",Multiobjective Optimization for Train Speed Trajectory in CTCS High-Speed Railway with Hybrid Evolutionary Algorithm
-3.235608702396225,28.03179763259404,16.185390672580482,3,"rgb(131,240,41)",Partial Train Speed Trajectory Optimization Using Mixed-Integer Linear Programming
-0.637777589304979,28.64182983573612,16.928925573669723,3,"rgb(131,240,41)",A Multiple Train Trajectory Optimization to Minimize Energy Consumption and Delay
-2.3378334389149327,28.246112467967144,17.432136119447215,3,"rgb(131,240,41)",Moving Horizon Optimization of Dynamic Trajectory Planning for High-Speed Train Operation
-8.187325974053076,27.825905642642354,19.87391200929418,3,"rgb(131,240,41)",Increasing the regenerative braking energy for railway vehicles
-2.5460837073222393,27.27061397481088,19.59688746152301,3,"rgb(131,240,41)",SmartDrive: Traction Energy Optimization and Applications in Rail Systems
-3.660811132289264,29.537882072647285,18.928786519384364,3,"rgb(131,240,41)",Online Regulation of High Speed Train Trajectory Control Based on T-S Fuzzy Bilinear Model
-1.1981191501374957,27.4242056168722,19.814647567496692,3,"rgb(131,240,41)",Energy-efficient train operation in urban rail transit using real-time traffic information
-0.29433433563859845,28.763668696317037,17.104768436654407,3,"rgb(131,240,41)",Energy-Efficient Communication-Based Train Control Systems with Packet Delay and Loss
-2.439828270285223,30.030213924000076,16.955585912668408,3,"rgb(131,240,41)",Combining the Matter-Element Model with the Associated Function of Performance Indices for Automatic Train Operation Algorithm
-1.8297976975350403,27.92341483919761,18.132128301413005,3,"rgb(131,240,41)",Energy-Efficient Train Tracking Operation Based on Multiple Optimization Models
-3.3298984050832967,34.65439078762355,17.663460080480267,3,"rgb(131,240,41)",Pseudoreal-time activity detection for railroad grade-crossing safety
-4.321121861690221,31.69001562012528,15.654439432505734,3,"rgb(131,240,41)",Bilevel Feature Extraction-Based Text Mining for Fault Diagnosis of Railway Systems
-2.0574920109831627,28.130340792515,17.872504619397603,3,"rgb(131,240,41)",Intelligent localization of a high-speed train using lssvm and the online sparse optimization approach
-2.9096433677175786,27.73972156250497,17.398839149322146,3,"rgb(131,240,41)",Intelligent Positioning Approach for High Speed Trains Based on Ant Colony Optimization and Machine Learning Algorithms
-8.834976387561564,32.243598440183355,14.072239436081595,3,"rgb(131,240,41)",RTibet railway surveying using MMT
-8.609883284027116,32.15759673830206,14.170759106122008,3,"rgb(131,240,41)",A method for the extraction of long-term deformation characteristics of long-span high-speed railway bridges using high-resolution sar images
-4.457036397962006,26.64151940802847,19.610306999184388,3,"rgb(131,240,41)",A comparative earthwork and cost analysis of improving an existing railway line and constructing a new high-speed line in Turkey
0.3039833084790307,26.908590020622,18.47682532728974,3,"rgb(131,240,41)",Modelling temporal schedule of urban trains using agent-based simulation and NSGA2-based multiobjective optimization approaches
-3.9505316565349817,33.971489111482065,17.918240271922446,3,"rgb(131,240,41)",Development of a novel system to measure a clearance of a passenger platform
-5.439709448281709,29.767577804414916,13.879238681531836,3,"rgb(131,240,41)",Visualizing moose habitat changes due to infrastructure construction in southern Finland
-1.7789937359813883,30.7639516600092,19.563805177129638,3,"rgb(131,240,41)",Data integration of different domains in geo-information management: A railway infrastructure case study
3.605998848067355,24.606513217250182,25.456884422950612,3,"rgb(131,240,41)",Passenger waiting time optimization based on headway regularity control
0.8050920042891501,29.585800056906148,20.97724123778714,3,"rgb(131,240,41)",Recent applications of big data analytics in railway transportation systems: A survey
-3.8190832963876495,29.691450941945124,15.486142390374697,3,"rgb(131,240,41)",Data-driven optimization of railway maintenance for track geometry
-1.9515382714700056,31.181300187190732,18.51244297367317,3,"rgb(131,240,41)",A decision support approach for condition-based maintenance of rails based on big data analysis
-3.7441606646783936,29.65936362332625,15.554343324988706,3,"rgb(131,240,41)",Improving rail network velocity: A machine learning approach to predictive maintenance
1.1246588991476598,29.90490564889749,14.999156036188685,3,"rgb(131,240,41)",An ensemble prediction model for train delays
-1.6465308756653978,29.931611031759285,16.04000577387675,3,"rgb(131,240,41)",Train localization and parting detection using data fusion
5.569208335260459,24.762540447824374,21.303118802042555,3,"rgb(131,240,41)",Mining missing train logs from Smart Card data
-0.9774223859133729,27.55866818861859,21.10949422093301,3,"rgb(131,240,41)",Optimal design of promotion based demand management strategies in urban rail systems
0.982625508650622,24.95202337696476,18.754497393060696,3,"rgb(131,240,41)",Demand-driven timetable design for metro services
2.243562495263676,28.233264217585553,22.71658191430797,3,"rgb(131,240,41)",Early warning of burst passenger flow in public transportation system
3.9596696830786198,22.62777427866547,22.845867500480804,3,"rgb(131,240,41)",Passenger arrival and waiting time distributions dependent on train service frequency and station characteristics: A smart card data analysis
3.7733564837306974,24.630814695327306,25.76445591221292,3,"rgb(131,240,41)",Fleet scheduling and dispatching for demand-responsive passenger services
-2.8278958363460363,24.686153092647032,16.62934935602542,3,"rgb(131,240,41)",An integrated metro operation optimization to minimize energy consumption
-1.7358765652284387,27.992694017595248,18.322763920406512,3,"rgb(131,240,41)",Online distributed cooperative model predictive control of energy-saving trajectory planning for multiple high-speed train movements
-1.9856332251012825,29.568168160837413,17.380802624104792,3,"rgb(131,240,41)",Multiple-phase train trajectory optimization with signalling and operational constraints
-2.8097302740048358,28.5945804377144,16.70484587101526,3,"rgb(131,240,41)",Optimal trajectory planning for trains - A pseudospectral method and a mixed integer linear programming approach
-2.645455110014444,30.320036188452463,20.986639850114848,3,"rgb(131,240,41)",A new rail optimisation model by integration of traffic management and train automation
-4.548846381865719,30.329192006478877,18.033594476832462,3,"rgb(131,240,41)",Research and development of automatic train operation for railway transportation systems: A survey
-3.428864940098706,35.18911885515058,18.575413594877134,3,"rgb(131,240,41)",A motion-based image processing system for detecting potentially dangerous situations in underground railway stations
-3.3346694988159187,33.588023551352066,16.053273569493278,3,"rgb(131,240,41)",Exploring the impact of foot-by-foot track geometry on the occurrence of rail defects
1.1332694593655621,25.327273611211144,18.84002535694365,3,"rgb(131,240,41)",Optimizing urban rail timetable under time-dependent demand and oversaturated conditions
-5.097495457029682,34.23443566064948,16.69628487931487,3,"rgb(131,240,41)",Automated vision inspection of rail surface cracks: A double-layer data-driven framework
-1.8387648814459092,31.327189502439676,18.57821850921175,3,"rgb(131,240,41)","An autonomous system for maintenance scheduling data-rich complex infrastructure: Fusing the railways’ condition, planning and cost"
2.0130783515393,28.40642691386093,18.339767042797853,3,"rgb(131,240,41)",Non-discriminatory train dispatching in a rail transport market with multiple competing and collaborative train operating companies
1.2387020851833548,24.777578539208694,20.687935342414317,3,"rgb(131,240,41)",Real time transit demand prediction capturing station interactions and impact of special events
1.6346999060025014,29.82984628930117,14.78299820496976,3,"rgb(131,240,41)",Towards a General Prediction System for the Primary Delay in Urban Railways
-2.5885481121940384,28.215573908370857,16.998502621597915,3,"rgb(131,240,41)",Energy-efficient trajectory planning for high-speed trains via an mixed integer linear programming approach
-1.6563710407592755,27.713873427899127,19.6830500317648,3,"rgb(131,240,41)",Energy Saving in Metro Transit Substation through Train Trajectory Optimization
2.0218015418724096,22.112766977387896,24.646052935810214,3,"rgb(131,240,41)",Evaluation Method of Passenger Pressure State in Metro Hub based on AFC Data
1.8191574443848249,21.886034143352276,24.88057333426065,3,"rgb(131,240,41)",Analysis of OD Standard Time in metros Based on AFC data
-1.015828534467416,23.948231935835214,21.600615460102958,3,"rgb(131,240,41)",Access and egress times to high-speed rail stations: a spatiotemporal accessibility analysis
-3.0506493729486586,25.625518656477126,22.443288113744387,3,"rgb(131,240,41)",Effectiveness of high-speed railway on regional economic growth for less developed areas
-3.3921882508404284,25.67167504896166,22.487230127408324,3,"rgb(131,240,41)",The wider spatial-economic impacts of high-speed trains: a comparative case study of Manchester and Lille sub-regions
3.4070277113346594,26.764518927414237,19.72295267112612,3,"rgb(131,240,41)",Travel-time reliability impacts on railway passenger demand: a revealed preference analysis
3.008167538275016,26.778563673140226,19.723232778097177,3,"rgb(131,240,41)",Train commuters' scheduling preferences: Evidence from a large-scale peak avoidance experiment
0.18058576855935046,24.57941708842576,15.88929145229083,3,"rgb(131,240,41)",Integrating Lagrangian and Eulerian observations for passenger flow state estimation in an urban rail transit network: A space-time-state hyper network-based assignment approach
-2.3634786557945238,28.06619445942276,17.34592689155061,3,"rgb(131,240,41)",Joint optimization of high-speed train timetables and speed profiles: A unified modeling approach using space-time-speed grid networks
-0.6840393546284448,28.78778195507043,17.028577839643802,3,"rgb(131,240,41)",Multi-train trajectory optimization for energy efficiency and delay recovery on single-track railway lines
0.10759395255841933,24.537199965201392,15.544886782556153,3,"rgb(131,240,41)",Forecasting freight transportation demand with the space-time multinomial probit model
-1.473572004848223,27.715387721302385,17.47060865743132,3,"rgb(131,240,41)",Energy-efficient metro train rescheduling with uncertain time-variant passenger demands: An approximate dynamic programming approach
0.7106188155203289,26.759997549480786,19.617936268269137,3,"rgb(131,240,41)",A Dynamic Multiagent Simulation of Mobility in a Train Station
-0.8523483281732688,32.385085439121944,21.675641927352125,3,"rgb(131,240,41)",Evaluating conditions and impact of intermodal traffic management involving airports and railways
-2.5888137909597204,30.413799079304574,21.003621834261434,3,"rgb(131,240,41)",A New Methodology for Assessment of Railway Infrastructure Condition
-0.7946067863959284,28.649497581645786,23.27205421193984,3,"rgb(131,240,41)",Mode shift behavior of commuters due to the introduction of new rail transit mode
-1.2967070506808238,32.26297651992139,18.765947652396658,3,"rgb(131,240,41)",Commercial actions management for railway companies
1.1396081889974825,25.148084556102013,17.569207334708874,3,"rgb(131,240,41)",Timetable optimization of urban rail transit: A flexible skip-stop scheme
3.3125223601600884,27.98823759587685,17.600389205286298,3,"rgb(131,240,41)",Validating train dwell time estimation model without considerations of passengers
2.1126411708297343,27.43292741956127,22.581721297964286,3,"rgb(131,240,41)",Travel behavior analysis of event-related urban rail transit passengers during large special events
3.2294652324282036,24.04946521614945,22.576575794117264,3,"rgb(131,240,41)",Prediction of Daily Entrance and Exit Passenger Flow of Rail Transit Stations by Deep Learning Method
0.16728217710688378,30.02840306416575,15.324026462607634,3,"rgb(131,240,41)",Application of Data Clustering to Railway Delay Pattern Recognition
4.973000606247559,24.742451040330767,21.249942732297004,3,"rgb(131,240,41)","Data-Driven Approaches to Mining Passenger Travel Patterns: ""left-Behinds"" in a Congested Urban Rail Transit Network"
-1.5580899097622711,26.029484237497662,20.46203195335176,3,"rgb(131,240,41)","Cost-Effective, Time-Efficient Passenger Rail System for the Eastern United States"
-4.251024163159112,26.67923790202465,19.607283756426035,3,"rgb(131,240,41)",Planning for operation: Can line extension planning mitigate capacity mismatch on an existing rail network?
0.6608735559485835,26.203508746487827,24.426021570557033,3,"rgb(131,240,41)",Identifying the Indoor Space Characteristics of an Urban Railway Station Based on Pedestrian Trajectory Data
3.1625354449141985,26.2154096823317,23.657074752800327,3,"rgb(131,240,41)",Modeling Passengers' Boarding Behavior at the Platform of High Speed Railway Station
0.8611370338014791,29.960004043842297,15.141063754759665,3,"rgb(131,240,41)",Railway passenger train delay prediction via neural network model
2.1641957074483886,20.95429860826832,23.67140002227386,3,"rgb(131,240,41)",Coordination of last train transfers using automated fare collection (AFC) system data
3.5663198789927075,23.6028242515562,22.292385545123906,3,"rgb(131,240,41)",Estimating train choices of rail transit passengers with real timetable and automatic fare collection data
-1.1458012004657034,30.5016745695424,20.32557004828013,3,"rgb(131,240,41)",Complex railway systems: capacity and utilisation of interconnected networks
2.7641236142855496,26.926687859893523,24.61655136165577,3,"rgb(131,240,41)",Alleviating a subway bottleneck through a platform gate
2.4253985885065172,24.47009458842102,24.17423986819225,3,"rgb(131,240,41)","Waiting time perceptions at transit stops and stations: Effects of basic amenities, gender, and security"
1.172416278984946,25.309192595585923,19.14041786418463,3,"rgb(131,240,41)",Effects of timetable related service quality on rail demand
-3.1722865510626863,27.995563416667824,22.5060093986015,3,"rgb(131,240,41)",Mixed modelling of interurban trips by coach and train
1.0689042048950412,29.60933764694999,15.327237870379465,3,"rgb(131,240,41)","On the use of "" average delay"" as a measure of train reliability"
-1.115481065691961,30.848743978763657,19.753102899934284,3,"rgb(131,240,41)","Applications, value and barriers of common data frameworks in the rail industry of Great Britain"
1.2914222909788708,29.472511957286905,21.313164582804124,3,"rgb(131,240,41)",Using visual analytics to make sense of railway Close Calls
1.3065741298573608,30.18323013046288,14.038702701353293,3,"rgb(131,240,41)",The role of track stiffness and its spatial variability on long-term track quality deterioration
-1.2471811466269918,27.49775333038907,19.19850162066028,3,"rgb(131,240,41)",Multi-train trajectory optimisation to maximise rail network energy efficiency under travel-time constraints
-1.8207522315227849,29.629033411749877,17.48349678361723,3,"rgb(131,240,41)",A methodology for robust multi-train trajectory planning under dwell-time and control-point uncertainty
-4.613350207652366,35.08846055163959,16.491651953951926,3,"rgb(131,240,41)",Industrial fault diagnosis: Pneumatic train door case study
-3.987204414047321,30.4164882669104,15.33644975591808,3,"rgb(131,240,41)",A numerical study of snow accumulation on the bogies of high-speed trains based on coupling improved delayed detached eddy simulation and discrete phase model
-1.273440373305054,27.44815231144845,19.933794666585005,3,"rgb(131,240,41)",Energy-efficient train control in urban rail transit systems
-2.9308140315259954,30.27603417845416,21.32740096478564,3,"rgb(131,240,41)",A novel framework for supporting the design of moving block train control system schemes
-3.665452229083052,34.63412962064461,15.58027031149893,3,"rgb(131,240,41)",Machine vision condition monitoring of heavy-axle load railcar structural underframe components
-3.6553828289227055,34.553208498978364,15.606069605143665,3,"rgb(131,240,41)",Assessing the deflection behaviour of mechanical and insulated rail joints using finite element analysis
-5.233009699218469,36.160658143011936,18.320060123423996,3,"rgb(131,240,41)",Modeling pantograph-catenary arcing
-5.0427323594443125,34.872575882691194,16.791331060936198,3,"rgb(131,240,41)",Online inspection system for the automatic detection of bolt defects on a freight train
-6.636308025410579,34.512299105954234,17.325158823666644,3,"rgb(131,240,41)",An automatic method for detecting sliding railway wheels and hot bearings using thermal imagery
-6.767634525708765,30.205750357793388,15.751150116180543,3,"rgb(131,240,41)",Integrating synthetic minority oversampling and gradient boosting decision tree for bogie fault diagnosis in rail vehicles
-3.113704533051988,34.6645097676081,17.514028411825098,3,"rgb(131,240,41)",Detecting anomalous events at railway level crossings
-1.9002084776221693,23.05571826347098,20.04686687019731,3,"rgb(131,240,41)",Investigating dominant trip distance for intercity passenger transport mode using large-scale location-based service data
-3.515874025709607,24.302639700280476,16.565452423811365,3,"rgb(131,240,41)",An evaluation of the low-carbon effects of urban rail based on mode shifts
0.11631332186013547,24.557188213571468,15.718194860104592,3,"rgb(131,240,41)",Data-driven method to estimate the maximum likelihood space-time trajectory in an Urban Rail Transit system
3.9298987541822386,30.123551111473667,18.797355644917573,3,"rgb(131,240,41)",Application of nonnegative tensor factorization for intercity rail-air transport supply configuration pattern recognition
3.6433303419131295,26.86909404929313,19.799504223472585,3,"rgb(131,240,41)",Passengers' demand characteristics experimental analysis of EMU trains with sleeping cars in Northwest China
4.324215921742956,22.310430705037497,23.03502090003005,3,"rgb(131,240,41)",A travel behavior-based Skip-Stop strategy considering train choice behaviors based on smartcard data
-0.7629149073052758,28.60375423152966,23.27701757909581,3,"rgb(131,240,41)",Modal shift potential of improvements in cycle access to exurban train stations
0.181821059828306,28.011672959538107,23.89567414857242,3,"rgb(131,240,41)",Light rail leads to more walking around station areas
-1.7600319948999266,24.345012450986573,21.307250362235152,3,"rgb(131,240,41)","Rail and road freight transport network efficiency of Canada, member states of the EU, and the USA"
0.3687719662540316,24.097003132709503,18.37331867586406,3,"rgb(131,240,41)",Advanced timetable query system in Tawian railway transportation
-4.17860125184096,33.349353259643934,16.17109898146199,3,"rgb(131,240,41)",A new method for evaluating driver behavior and interventions for passive railway level crossings with pneumatic tubes
-2.6363890129644325,32.449243828181515,15.792972051133964,3,"rgb(131,240,41)","Shift work, fatigue, and human error: An empirical analysis of railway traffic control"
